mouseGene	humanGene
Coa4	COA4
Mrpl48	MRPL48
Rab6a	RAB6A
Plekhb1	PLEKHB1
Fam168a	FAM168A
Relt	RELT
Arhgef17	ARHGEF17
P2ry6	P2RY6
P2ry2	P2RY2
Fchsd2	FCHSD2
Atg16l2	ATG16L2
Stard10	STARD10
Arap1	ARAP1
Pde2a	PDE2A
Clpb	CLPB
Phox2a	PHOX2A
Inppl1	INPPL1
Folr2	FOLR2
Folr1	FOLR1
Lamtor1	LAMTOR1
Numa1	NUMA1
Il18bp	IL18BP
Rnf121	RNF121
Art5	ART5
Nup98	NUP98
Rhog	RHOG
Stim1	STIM1
Rrm1	RRM1
Trim21	TRIM21
Olfr552	OR52K2
Trim68	TRIM68
Hbb-bt	HBB
Hbb-bs	HBB
Trim6	TRIM6
Trim34a	TRIM6-TRIM34
Trim34b	TRIM6-TRIM34
Trim12c	TRIM5
Fam160a2	FHIP1B
Cavin3	CAVIN3
Smpd1	SMPD1
Apbb1	APBB1
Hpx	HPX
Trim3	TRIM3
Arfip2	ARFIP2
Timm10b	TIMM10B
Dnhd1	DNHD1
Rrp8	RRP8
Ilk	ILK
Taf10	TAF10
Tpp1	TPP1
Dchs1	DCHS1
Mrpl17	MRPL17
Olfml1	OLFML1
Ppfibp2	PPFIBP2
Nlrp10	NLRP10
Eif3f	EIF3F
Ric3	RIC3
Lmo1	LMO1
Rpl27a	RPL27A
Akip1	AKIP1
Ascl3	ASCL3
Tmem9b	TMEM9B
Nrip3	NRIP3
Dennd5a	DENND5A
Tmem41b	TMEM41B
Ipo7	IPO7
Zfp143	ZNF143
Wee1	WEE1
Swap70	SWAP70
Sbf2	SBF2
Adm	ADM
Ampd3	AMPD3
Rnf141	RNF141
Lyve1	LYVE1
Ctr9	CTR9
Eif4g2	EIF4G2
Galnt18	GALNT18
Usp47	USP47
Dkk3	DKK3
Mical2	MICAL2
Micalcl	MICALCL
Parva	PARVA
Tead1	TEAD1
Arntl	ARNTL
Btbd10	BTBD10
Far1	FAR1
Spon1	SPON1
Rras2	RRAS2
Copb1	COPB1
Psma1	PSMA1
Pde3b	PDE3B
Cyp2r1	CYP2R1
Calca	CALCB
Insc	INSC
1110004F10Rik	C11orf58
Plekha7	PLEKHA7
Rps13	RPS13
Pik3c2a	PIK3C2A
Nucb2	NUCB2
Xylt1	XYLT1
Rps15a	RPS15A
Arl6ip1	ARL6IP1
Smg1	SMG1
Syt17	SYT17
Itpripl2	ITPRIPL2
Coq7	COQ7
Gde1	GDE1
Ccp110	CCP110
Knop1	KNOP1
Iqck	IQCK
Gprc5b	GPRC5B
Thumpd1	THUMPD1
Eri2	ERI2
Rexo5	REXO5
Dcun1d3	DCUN1D3
Lyrm1	LYRM1
Tmem159	TMEM159
Crym	CRYM
Uqcrc2	UQCRC2
Pdzd9	PDZD9
Mosmo	MOSMO
Eef2k	EEF2K
Polr3e	POLR3E
Cdr2	CDR2
Mettl9	METTL9
Igsf6	IGSF6
Usp31	USP31
Cog7	COG7
Gga2	GGA2
Ears2	EARS2
Ubfd1	UBFD1
Ndufab1	NDUFAB1
Palb2	PALB2
Dctn5	DCTN5
Plk1	PLK1
Chp2	CHP2
Prkcb	PRKCB
Rbbp6	RBBP6
Tnrc6a	TNRC6A
Slc5a11	SLC5A11
Arhgap17	ARHGAP17
Lcmt1	LCMT1
Kdm8	KDM8
Nsmce1	NSMCE1
Il4ra	IL4R
Il21r	IL21R
Gtf3c1	GTF3C1
Xpo6	XPO6
Sbk1	SBK1
Lat	LAT
Spns1	SPNS1
Nfatc2ip	NFATC2IP
Cd19	CD19
Rabep2	RABEP2
Atp2a1	ATP2A1
Sh2b1	SH2B1
Tufm	TUFM
Atxn2l	ATXN2L
Eif3c	EIF3C
Cln3	CLN3
Apobr	APOBR
Il27	IL27
Nupr1	NUPR1
Sgf29	SGF29
Coro1a	CORO1A
Mapk3	MAPK3
Gdpd3	GDPD3
Ypel3	YPEL3
Tbx6	TBX6
Ppp4c	PPP4C
Aldoa	ALDOA
Ino80e	INO80E
Hirip3	HIRIP3
Taok2	TAOK2
Tmem219	TMEM219
Kctd13	KCTD13
Sez6l2	SEZ6L2
Cdipt	CDIPT
Mvp	MVP
Pagr1a	PAGR1
Maz	MAZ
Kif22	KIF22
AI467606	C16orf54
Qprt	QPRT
Spn	SPN
Cd2bp2	CD2BP2
Tbc1d10b	TBC1D10B
Mylpf	MYLPF
Zfp553	ZNF48
Zfp771	ZNF771
Dctpp1	DCTPP1
Sephs2	SEPHS2
Itgal	ITGAL
Zfp768	ZNF768
Zfp764	ZNF764
Zfp688	ZNF688
Zfp689	ZNF689
Prr14	PRR14
Fbrs	FBRS
Srcap	SRCAP
Phkg2	PHKG2
Ccdc189	CCDC189
Rnf40	RNF40
Zfp629	ZNF629
Bcl7c	BCL7C
Ctf1	CTF1
Fbxl19	FBXL19
Orai3	ORAI3
Setd1a	SETD1A
Hsd3b7	HSD3B7
Stx1b	STX1B
Stx4a	STX4
Zfp668	ZNF668
Zfp646	ZNF646
Vkorc1	VKORC1
Bckdk	BCKDK
Kat8	KAT8
Prss8	PRSS8
Prss36	PRSS36
Pycard	PYCARD
Trim72	TRIM72
Itgam	ITGAM
Itgax	ITGAX
Itgad	ITGAD
Cox6a2	COX6A2
Armc5	ARMC5
Tgfb1i1	TGFB1I1
Rgs10	RGS10
Tial1	TIAL1
Bag3	BAG3
Inpp5f	INPP5F
Mcmbp	MCMBP
Sec23ip	SEC23IP
Wdr11	WDR11
Fgfr2	FGFR2
Ate1	ATE1
Nsmce4a	NSMCE4A
Tacc2	TACC2
Btbd16	BTBD16
Plekha1	PLEKHA1
Htra1	HTRA1
2310057M21Rik	C10orf88
Pstk	PSTK
Ikzf5	IKZF5
Acadsb	ACADSB
Hmx2	HMX2
Bub3	BUB3
Cpxm2	CPXM2
Chst15	CHST15
Oat	OAT
Lhpp	LHPP
Fam53b	FAM53B
Eef1akmt2	EEF1AKMT2
Abraxas2	ABRAXAS2
Zranb1	ZRANB1
Ctbp2	CTBP2
Edrf1	EDRF1
Uros	UROS
Bccip	BCCIP
Dhx32	DHX32
Fank1	FANK1
Adam12	ADAM12
Dock1	DOCK1
Ptpre	PTPRE
Mki67	MKI67
Mgmt	MGMT
Ebf3	EBF3
Glrx3	GLRX3
Ppp2r2d	PPP2R2D
Bnip3	BNIP3
Stk32c	STK32C
Lrrc27	LRRC27
Pwwp2b	PWWP2B
Inpp5a	INPP5A
Adgra1	ADGRA1
Kndc1	KNDC1
Utf1	UTF1
Adam8	ADAM8
Tubgcp2	TUBGCP2
Zfp511	ZNF511
Caly	CALY
Fuom	FUOM
Echs1	ECHS1
Paox	PAOX
Mtg1	MTG1
Bet1l	BET1L
Ric8a	RIC8A
Sirt3	SIRT3
Psmd13	PSMD13
Pgghg	PGGHG
Ifitm5	IFITM5
Ifitm2	IFITM2
Ifitm3	IFITM3
B4galnt4	B4GALNT4
Pkp3	PKP3
Sigirr	SIGIRR
Ano9	ANO9
Ptdss2	PTDSS2
Rnh1	RNH1
Hras	HRAS
Lrrc56	LRRC56
Lmntd2	LMNTD2
Rassf7	RASSF7
Phrf1	PHRF1
Irf7	IRF7
Sct	SCT
Deaf1	DEAF1
Tmem80	TMEM80
Eps8l2	EPS8L2
Taldo1	TALDO1
Gatd1	GATD1
Cend1	CEND1
Slc25a22	SLC25A22
Pidd1	PIDD1
Rplp2	RPLP2
Pnpla2	PNPLA2
Cracr2b	CRACR2B
Cd151	CD151
Polr2l	POLR2L
Tspan4	TSPAN4
Chid1	CHID1
Ap2a2	AP2A2
Muc2	MUC2
Tollip	TOLLIP
Mob2	MOB2
Dusp8	DUSP8
Ctsd	CTSD
Syt8	SYT8
Tnni2	TNNI2
Lsp1	LSP1
Tnnt3	TNNT3
Ascl2	ASCL2
Tspan32	TSPAN32
Cd81	CD81
Tssc4	TSSC4
Kcnq1	KCNQ1
Slc22a18	SLC22A18
Phlda2	PHLDA2
Nap1l4	NAP1L4
Cars	CARS1
Osbpl5	OSBPL5
Mrgpre	MRGPRE
Nadsyn1	NADSYN1
Dhcr7	DHCR7
Cttn	CTTN
Ppfia1	PPFIA1
Fadd	FADD
Ano1	ANO1
Ccnd1	CCND1
Tpcn2	TPCN2
Mrgprf	MRGPRF
Ppp1r14c	PPP1R14C
Plekhg1	PLEKHG1
Mthfd1l	MTHFD1L
Akap12	AKAP12
Zbtb2	ZBTB2
Rmnd1	RMND1
Armt1	ARMT1
Esr1	ESR1
Syne1	SYNE1
Myct1	MYCT1
Fbxo5	FBXO5
Mtrf1l	MTRF1L
Ipcef1	IPCEF1
Cnksr3	CNKSR3
Ulbp1	ULBP1
Lrp11	LRP11
Nup43	NUP43
Lats1	LATS1
Katna1	KATNA1
Ginm1	GINM1
Ppil4	PPIL4
Zc3h12d	ZC3H12D
Tab2	TAB2
Ust	UST
Sash1	SASH1
Samd5	SAMD5
Stxbp5	STXBP5
Adgb	ADGB
Rab32	RAB32
Shprh	SHPRH
Fbxo30	FBXO30
Epm2a	EPM2A
Utrn	UTRN
Stx11	STX11
Sf3b5	SF3B5
Plagl1	PLAGL1
Ltv1	LTV1
Phactr2	PHACTR2
Fuca2	FUCA2
Pex3	PEX3
Adat2	ADAT2
Aig1	AIG1
Hivep2	HIVEP2
Adgrg6	ADGRG6
Vta1	VTA1
Cited2	CITED2
Txlnb	TXLNB
Heca	HECA
Abracl	ABRACL
Reps1	REPS1
Ccdc28a	CCDC28A
Nhsl1	NHSL1
Hebp2	HEBP2
Arfgef3	ARFGEF3
Perp	PERP
Tnfaip3	TNFAIP3
Ifngr1	IFNGR1
Il22ra2	IL22RA2
Il20ra	IL20RA
Pex7	PEX7
Map3k5	MAP3K5
Map7	MAP7
Bclaf1	BCLAF1
Mtfr2	MTFR2
Pde7b	PDE7B
Ahi1	AHI1
Myb	MYB
Hbs1l	HBS1L
Aldh8a1	ALDH8A1
Sgk1	SGK1
Raet1e	RAET1E
Slc2a12	SLC2A12
Tbpl1	TBPL1
Eya4	EYA4
Rps12	RPS12
Slc18b1	SLC18B1
Stx7	STX7
Moxd1	MOXD1
Enpp1	ENPP1
Enpp3	ENPP3
Med23	MED23
Arg1	ARG1
Akap7	AKAP7
Epb41l2	EPB41L2
Tmem200a	TMEM200A
Samd3	SAMD3
L3mbtl3	L3MBTL3
Arhgap18	ARHGAP18
Lama2	LAMA2
Ptprk	PTPRK
Themis	THEMIS
Echdc1	ECHDC1
Rnf146	RNF146
Rspo3	RSPO3
Cenpw	CENPW
Trmt11	TRMT11
Hint3	HINT3
Ncoa7	NCOA7
Hddc2	HDDC2
Tpd52l1	TPD52L1
Rnf217	RNF217
Rwdd1	RWDD1
Dse	DSE
Tspyl1	TSPYL1
Nt5dc1	NT5DC1
Tspyl4	TSPYL4
Frk	FRK
Amd2	AMD1
Hdac2	HDAC2
Lama4	LAMA4
Fam229b	FAM229B
Tube1	TUBE1
Fyn	FYN
Traf3ip2	TRAF3IP2
Rev3l	REV3L
Slc16a10	SLC16A10
Rpf2	RPF2
Gtf3c6	GTF3C6
Amd1	AMD1
Cdk19	CDK19
Mettl24	METTL24
Cdc40	CDC40
Wasf1	WASF1
Fig4	FIG4
Zbtb24	ZBTB24
Mical1	MICAL1
Smpd2	SMPD2
Ppil6	PPIL6
Cd164	CD164
Cep57l1	CEP57L1
Sesn1	SESN1
Armc2	ARMC2
Foxo3	FOXO3
Afg1l	AFG1L
Snx3	SNX3
Ostm1	OSTM1
Sec63	SEC63
Scml4	SCML4
Sobp	SOBP
Pdss2	PDSS2
Bend3	BEND3
Qrsl1	QRSL1
Rtn4ip1	RTN4IP1
Crybg1	CRYBG1
Atg5	ATG5
Prdm1	PRDM1
Prep	PREP
Popdc3	POPDC3
Hace1	HACE1
Ascc3	ASCC3
Dcbld1	DCBLD1
Gopc	GOPC
Nus1	NUS1
Cep85l	CEP85L
Mcm9	MCM9
Asf1a	ASF1A
Fam184a	FAM184A
Man1a	MAN1A1
Tbc1d32	TBC1D32
Gja1	GJA1
Hsf2	HSF2
Serinc1	SERINC1
Pkib	PKIB
Fabp7	FABP7
Smpdl3a	SMPDL3A
Gcc2	GCC2
Lims1	LIMS1
Ccdc138	CCDC138
Sowahc	SOWAHC
P4ha1	P4HA1
Oit3	OIT3
Mcu	MCU
Micu1	MICU1
Dnajb12	DNAJB12
Ddit4	DDIT4
Anapc16	ANAPC16
Ascc1	ASCC1
Spock2	SPOCK2
Chst3	CHST3
Psap	PSAP
Cdh23	CDH23
Vsir	VSIR
Gm17455	C10orf105
Slc29a3	SLC29A3
Unc5b	UNC5B
Pcbd1	PCBD1
Sgpl1	SGPL1
Adamts14	ADAMTS14
Prf1	PRF1
Pald1	PALD1
Eif4ebp2	EIF4EBP2
Lrrc20	LRRC20
Ppa1	PPA1
Sar1a	SAR1A
Tysnd1	TYSND1
Aifm2	AIFM2
Col13a1	COL13A1
Fam241b	FAM241B
Tspan15	TSPAN15
Hk1	HK1
Supv3l1	SUPV3L1
Vps26a	VPS26A
Ddx21	DDX21
Ddx50	DDX50
Stox1	STOX1
Ccar1	CCAR1
Tet1	TET1
Slc25a16	SLC25A16
Dna2	DNA2
Rufy2	RUFY2
Hnrnph3	HNRNPH3
Pbld1	PBLD
Herc4	HERC4
Sirt1	SIRT1
Dnajc12	DNAJC12
Reep3	REEP3
Jmjd1c	JMJD1C
Nrbf2	NRBF2
Egr2	EGR2
Ado	ADO
Zfp365	ZNF365
Rtkn2	RTKN2
Arid5b	ARID5B
Cabcoco1	CABCOCO1
Tmem26	TMEM26
Rhobtb1	RHOBTB1
Cdk1	CDK1
Ank3	ANK3
Ccdc6	CCDC6
Fam13c	FAM13C
Bicc1	BICC1
Tfam	TFAM
Ube2d1	UBE2D1
Cisd1	CISD1
Ipmk	IPMK
Zwint	ZWINT
Gnaz	GNAZ
Rab36	RAB36
Bcr	BCR
Specc1l	SPECC1L
Adora2a	ADORA2A
Gucd1	GUCD1
Upb1	UPB1
Snrpd3	SNRPD3
Lrrc75b	LRRC75B
Ggt1	GGT1
Ggt5	GGT5
Susd2	SUSD2
Cabin1	CABIN1
Ddt	DDT
Mif	MIF
Derl3	DERL3
Smarcb1	SMARCB1
Mmp11	MMP11
Chchd10	CHCHD10
Gm867	C22orf15
Vpreb3	VPREB3
Zfp280b	ZNF280B
Prmt2	PRMT2
S100b	S100B
Dip2a	DIP2A
Ybey	YBEY
Mcm3ap	MCM3AP
Lss	LSS
Col6a2	COL6A2
Col6a1	COL6A1
Pcbp3	PCBP3
Slc19a1	SLC19A1
Col18a1	COL18A1
Pofut2	POFUT2
Adarb1	ADARB1
Fam207a	FAM207A
Itgb2	ITGB2
Pttg1ip	PTTG1IP
Sumo3	SUMO3
Ube2g2	UBE2G2
Lrrc3	LRRC3
Trpm2	TRPM2
Pfkl	PFKL
Dnmt3l	DNMT3L
Icosl	ICOSLG
Trappc10	TRAPPC10
Agpat3	AGPAT3
Cstb	CSTB
Pdxk	PDXK
Ilvbl	ILVBL
Syde1	SYDE1
Olfr57	OR7A5
Plpp2	PLPP2
Mier2	MIER2
Shc2	SHC2
Tpgs1	TPGS1
Cdc34	CDC34
Gzmm	GZMM
Bsg	BSG
Hcn2	HCN2
Polrmt	POLRMT
Fgf22	FGF22
Rnf126	RNF126
Fstl3	FSTL3
Prss57	PRSS57
Palm	PALM
Misp	MISP
Ptbp1	PTBP1
Plppr3	PLPPR3
Prtn3	PRTN3
Elane	ELANE
Med16	MED16
R3hdm4	R3HDM4
Kiss1r	KISS1R
Arid3a	ARID3A
Wdr18	WDR18
Tmem259	TMEM259
Cnn2	CNN2
Abca7	ABCA7
Arhgap45	ARHGAP45
Polr2e	POLR2E
Gpx4	GPX4
Sbno2	SBNO2
Stk11	STK11
Atp5d	ATP5F1D
Midn	MIDN
Cirbp	CIRBP
Efna2	EFNA2
Ndufs7	NDUFS7
Gamt	GAMT
Rps15	RPS15
Apc2	APC2
2310011J03Rik	C19orf25
Pcsk4	PCSK4
Reep6	REEP6
Adamtsl5	ADAMTSL5
Mex3d	MEX3D
Mbd3	MBD3
Uqcr11	UQCR11
Tcf3	TCF3
Atp8b3	ATP8B3
Rexo1	REXO1
Abhd17a	ABHD17A
Csnk1g2	CSNK1G2
Btbd2	BTBD2
Mknk2	MKNK2
Mob3a	MOB3A
Izumo4	IZUMO4
Ap3d1	AP3D1
Dot1l	DOT1L
Plekhj1	PLEKHJ1
Amh	AMH
Jsrp1	JSRP1
Oaz1	OAZ1
Lingo3	LINGO3
Lsm7	LSM7
Sppl2b	SPPL2B
Timm13	TIMM13
Lmnb2	LMNB2
Gadd45b	GADD45B
Gng7	GNG7
Slc39a3	SLC39A3
Sgta	SGTA
Thop1	THOP1
Creb3l3	CREB3L3
Map2k2	MAP2K2
Zbtb7a	ZBTB7A
Pias4	PIAS4
Eef2	EEF2
Dapk3	DAPK3
Atcay	ATCAY
Zfr2	ZFR2
Matk	MATK
Mrpl54	MRPL54
Apba3	APBA3
Tjp3	TJP3
Pip5k1c	PIP5K1C
Cactin	CACTIN
Tbxa2r	TBXA2R
Gipc3	GIPC3
Hmg20b	HMG20B
Mfsd12	MFSD12
4930404N11Rik	C19orf71
Fzr1	FZR1
Dohh	DOHH
Smim24	SMIM24
Nfic	NFIC
Celf5	CELF5
Ncln	NCLN
S1pr4	S1PR4
Gna15	GNA15
Gna11	GNA11
Tle2	TLE2
Tle6	TLE6
Sirt6	SIRT6
Ankrd24	ANKRD24
Zfp433	ZNF433
1190007I07Rik	C12orf73
Tdg	TDG
Glt8d2	GLT8D2
Hcfc2	HCFC2
Nfyb	NFYB
Txnrd1	TXNRD1
Eid3	EID3
Chst11	CHST11
Slc41a2	SLC41A2
D10Wsu102e	NOPCHAP1
Aldh1l2	ALDH1L2
Washc4	WASHC4
Appl2	APPL2
Nuak1	NUAK1
Ckap4	CKAP4
Tcp11l2	TCP11L2
Polr3b	POLR3B
Ric8b	RIC8B
Tmem263	TMEM263
Mterf2	MTERF2
Cry1	CRY1
Btbd11	BTBD11
Pwp1	PWP1
Prdm4	PRDM4
Rtcb	RTCB
Fbxo7	FBXO7
Syn3	SYN3
Timp3	TIMP3
Hsp90b1	HSP90B1
Nt5dc3	NT5DC3
Igf1	IGF1
Parpbp	PARPBP
Nup37	NUP37
Washc3	WASHC3
Dram1	DRAM1
Gnptab	GNPTAB
Chpt1	CHPT1
Sycp3	SYCP3
Spic	SPIC
Arl1	ARL1
Utp20	UTP20
Ano4	ANO4
Gas2l3	GAS2L3
Nr1h4	NR1H4
Slc17a8	SLC17A8
Scyl2	SCYL2
Actr6	ACTR6
Uhrf1bp1l	UHRF1BP1L
Apaf1	APAF1
Ikbip	IKBIP
Slc25a3	SLC25A3
Tmpo	TMPO
Nedd1	NEDD1
Cfap54	CFAP54
Cdk17	CDK17
Elk3	ELK3
Lta4h	LTA4H
Hal	HAL
Amdhd1	AMDHD1
Ccdc38	CCDC38
Snrpf	SNRPF
Ntn4	NTN4
Usp44	USP44
Metap2	METAP2
Vezt	VEZT
Fgd6	FGD6
Nr2c1	NR2C1
Ndufa12	NDUFA12
Tmcc3	TMCC3
Cep83	CEP83
Plxnc1	PLXNC1
Cradd	CRADD
Socs2	SOCS2
Mrpl42	MRPL42
Ube2n	UBE2N
Nudt4	NUDT4
Eea1	EEA1
Btg1	BTG1
Dcn	DCN
Lum	LUM
Atp2b1	ATP2B1
Poc1b	POC1B
Galnt4	GALNT4
Dusp6	DUSP6
Kitl	KITLG
Tmtc3	TMTC3
Cep290	CEP290
4930430F08Rik	C12orf29
Nts	NTS
Rassf9	RASSF9
Tmtc2	TMTC2
Mettl25	METTL25
Ccdc59	CCDC59
Lin7a	LIN7A
Ppp1r12a	PPP1R12A
Pawr	PAWR
Nav3	NAV3
E2f7	E2F7
Csrp2	CSRP2
Zdhhc17	ZDHHC17
Osbpl8	OSBPL8
Bbs10	BBS10
Nap1l1	NAP1L1
Phlda1	PHLDA1
Krr1	KRR1
Glipr1	GLIPR1
Atxn7l3b	ATXN7L3B
Tph2	TPH2
Tbc1d15	TBC1D15
Rab21	RAB21
Tmem19	TMEM19
Thap2	THAP2
Zfc3h1	ZFC3H1
Lgr5	LGR5
Tspan8	TSPAN8
Ptprr	PTPRR
Ptprb	PTPRB
Kcnmb4	KCNMB4
Cnot2	CNOT2
Rab3ip	RAB3IP
Cct2	CCT2
Frs2	FRS2
Yeats4	YEATS4
Lyz2	LYZ
Lyz1	LYZ
Cpsf6	CPSF6
Cpm	CPM
Mdm2	MDM2
Slc35e3	SLC35E3
Nup107	NUP107
Rap1b	RAP1B
Mdm1	MDM1
Ifng	IFNG
Dyrk2	DYRK2
Cand1	CAND1
Helb	HELB
Irak3	IRAK3
Tmbim4	TMBIM4
Llph	LLPH
Msrb3	MSRB3
Lemd3	LEMD3
Wif1	WIF1
Tbc1d30	TBC1D30
Gns	GNS
Rassf3	RASSF3
Tbk1	TBK1
Xpot	XPOT
BC048403	KICS2
Srgap1	SRGAP1
Avpr1a	AVPR1A
Ppm1h	PPM1H
Mon2	MON2
Usp15	USP15
Slc16a7	SLC16A7
Lrig3	LRIG3
Atp23	ATP23
Ctdsp2	CTDSP2
Avil	AVIL
Tsfm	TSFM
Eef1akmt3	EEF1AKMT3
Mettl1	METTL1
Cdk4	CDK4
Tspan31	TSPAN31
Agap2	AGAP2
Os9	OS9
B4galnt1	B4GALNT1
Arhgef25	ARHGEF25
Dtx3	DTX3
Pip4k2c	PIP4K2C
Kif5a	KIF5A
Dctn2	DCTN2
Mbd6	MBD6
Ddit3	DDIT3
Arhgap9	ARHGAP9
R3hdm2	R3HDM2
Stac3	STAC3
Ndufa4l2	NDUFA4L2
Shmt2	SHMT2
Nxph4	NXPH4
Lrp1	LRP1
Stat6	STAT6
Nab2	NAB2
Nemp1	NEMP1
Zbtb39	ZBTB39
Prim1	PRIM1
Naca	NACA
Ptges3	PTGES3
Atp5b	ATP5F1B
Baz2a	BAZ2A
Rbms2	RBMS2
Gls2	GLS2
Spryd4	SPRYD4
Timeless	TIMELESS
Apof	APOF
Stat2	STAT2
Il23a	IL23A
Pan2	PAN2
Cnpy2	CNPY2
Cs	CS
Coq10a	COQ10A
Ankrd52	ANKRD52
Nabp2	NABP2
Rnf41	RNF41
Smarcc2	SMARCC2
Myl6	MYL6
Myl6b	MYL6B
Esyt1	ESYT1
Zc3h10	ZC3H10
Pa2g4	PA2G4
Erbb3	ERBB3
Rps26	RPS26
Ikzf4	IKZF4
Suox	SUOX
Rab5b	RAB5B
Cdk2	CDK2
Pmel	PMEL
Dgka	DGKA
Pym1	PYM1
Mmp19	MMP19
Dnajc14	DNAJC14
Sarnp	SARNP
Ormdl2	ORMDL2
Gdf11	GDF11
Cd63	CD63
Rdh5	RDH5
Bloc1s1	BLOC1S1
Itga7	ITGA7
Mettl7b	METTL7B
Olfr802	OR6C1
Olfr810	OR6C70
Tespa1	TESPA1
Insr	INSR
Arhgef18	ARHGEF18
Pex11g	PEX11G
Zfp358	ZNF358
Mcoln1	MCOLN1
Pnpla6	PNPLA6
Camsap3	CAMSAP3
Xab2	XAB2
Pet100	PET100
Stxbp2	STXBP2
Retn	RETN
Mcemp1	MCEMP1
Trappc5	TRAPPC5
Fcer2a	FCER2
Clec4g	CLEC4G
Cd209a	CLEC4M
Cd209e	CD209
Prr36	PRR36
Lrrc8e	LRRC8E
Map2k7	MAP2K7
Tgfbr3l	TGFBR3L
Snapc2	SNAPC2
Ctxn1	CTXN1
Timm44	TIMM44
Elavl1	ELAVL1
Ccl25	CCL25
Cers4	CERS4
Shcbp1	SHCBP1
Efnb2	EFNB2
Arglu1	ARGLU1
Lig4	LIG4
Abhd13	ABHD13
Tnfsf13b	TNFSF13B
Irs2	IRS2
Col4a1	COL4A1
Col4a2	COL4A2
Rab20	RAB20
Naxd	NAXD
Cars2	CARS2
Ing1	ING1
Ankrd10	ANKRD10
Arhgef7	ARHGEF7
Tubgcp3	TUBGCP3
Atp11a	ATP11A
Mcf2l	MCF2L
F7	F7
F10	F10
Proz	PROZ
Pcid2	PCID2
Cul4a	CUL4A
Lamp1	LAMP1
Grtp1	GRTP1
Dcun1d2	DCUN1D2
Tmco3	TMCO3
Tfdp1	TFDP1
Tmem255b	TMEM255B
Gas6	GAS6
Rasa3	RASA3
Cdc16	CDC16
Upf3a	UPF3A
Champ1	CHAMP1
Coprs	COPRS
Fbxo25	FBXO25
Tdrp	TDRP
Erich1	ERICH1
Cln8	CLN8
Arhgef10	ARHGEF10
Kbtbd11	KBTBD11
Mcph1	MCPH1
Angpt2	ANGPT2
Agpat5	AGPAT5
Xkr5	XKR5
Alg11	ALG11
Nek3	NEK3
Ckap2	CKAP2
Vps36	VPS36
Thsd1	THSD1
Slc25a15	SLC25A15
Mrps31	MRPS31
Smim19	SMIM19
Slc20a2	SLC20A2
Vdac3	VDAC3
Polb	POLB
Ikbkb	IKBKB
Plat	PLAT
Ap3m2	AP3M2
Kat6a	KAT6A
Ank1	ANK1
Gpat4	GPAT4
Gins4	GINS4
Golga7	GOLGA7
Sfrp1	SFRP1
Tcim	TCIM
Ido2	IDO2
Ido1	IDO1
Adam32	ADAM32
Adam9	ADAM9
Tm2d2	TM2D2
Htra4	HTRA4
Plekha2	PLEKHA2
Tacc1	TACC1
Fgfr1	FGFR1
Letm2	LETM2
Nsd3	NSD3
Plpp5	PLPP5
Ddhd2	DDHD2
Bag4	BAG4
Lsm1	LSM1
Star	STAR
Ash2l	ASH2L
Hgsnat	HGSNAT
Pomk	POMK
Fnta	FNTA
Hook3	HOOK3
Rnf170	RNF170
Thap1	THAP1
Zfp703	ZNF703
Erlin2	ERLIN2
Plpbp	PLPBP
Adgra2	ADGRA2
Brf2	BRF2
Rab11fip1	RAB11FIP1
Eif4ebp1	EIF4EBP1
Rnf122	RNF122
Tti2	TTI2
Mak16	MAK16
Fut10	FUT10
Nrg1	NRG1
Wrn	WRN
Purg	PURG
Tex15	TEX15
Ppp2cb	PPP2CB
Ubxn8	UBXN8
Gsr	GSR
Gtf2e2	GTF2E2
Rbpms	RBPMS
Dctn6	DCTN6
Mboat4	MBOAT4
Leprotl1	LEPROTL1
Saraf	SARAF
Dusp4	DUSP4
Tnks	TNKS
Ppp1r3b	PPP1R3B
Eri1	ERI1
Mfhas1	MFHAS1
Cldn23	CLDN23
Prag1	PRAG1
Lonrf1	LONRF1
Dlc1	DLC1
AI429214	C8orf48
Tusc3	TUSC3
Msr1	MSR1
Micu3	MICU3
Zdhhc2	ZDHHC2
Cnot7	CNOT7
Vps37a	VPS37A
Mtmr7	MTMR7
Slc7a2	SLC7A2
Pdgfrl	PDGFRL
Mtus1	MTUS1
Fgl1	FGL1
Pcm1	PCM1
Asah1	ASAH1
Frg1	FRG1
Triml2	TRIML2
Fat1	FAT1
Klkb1	KLKB1
Cyp4v3	CYP4V2
Fam149a	FAM149A
Tlr3	TLR3
Sorbs2	SORBS2
1700029J07Rik	C4orf47
Ufsp2	UFSP2
Ankrd37	ANKRD37
Lrp2bp	LRP2BP
Snx25	SNX25
Cfap97	CFAP97
Slc25a4	SLC25A4
Acsl1	ACSL1
Cenpu	CENPU
Primpol	PRIMPOL
Casp3	CASP3
Irf2	IRF2
Enpp6	ENPP6
Stox2	STOX2
Trappc11	TRAPPC11
Rwdd4a	RWDD4
Ing2	ING2
Cdkn2aip	CDKN2AIP
Wwc2	WWC2
Dctd	DCTD
Aga	AGA
Neil3	NEIL3
Vegfc	VEGFC
Spcs3	SPCS3
Asb5	ASB5
Hpgd	HPGD
Cep44	CEP44
Fbxo8	FBXO8
Scrg1	SCRG1
Sap30	SAP30
Hmgb2	HMGB2
Galnt7	GALNT7
Mfap3l	MFAP3L
Hpf1	HPF1
Clcn3	CLCN3
